书本id	书名	作者	类别	好评	差评	下载地址
12579	《修行从破译文献开始》	作者：拉布拉咔	奇幻·玄幻	82	167	http://185.163.45.196/23/xzcpwxks,lblk.rar ， http://45.138.97.38/23/xzcpwxks,lblk.rar
12965	《地球第一玩家》	作者：十曜	竞技·游戏	20	131	http://185.163.45.196/22/dqdywj,ssy.rar ， http://45.138.97.38/22/dqdywj,ssy.rar
13476	《奥特曼之迪迦临诸天》	作者：海中幻月	二次元	49	279	http://185.163.45.196/23/otmzdj,hzhy.rar ， http://45.138.97.38/23/otmzdj,hzhy.rar
13422	《我为天帝召唤群雄》	作者：东天不冷	奇幻·玄幻	26	127	http://185.163.45.196/23/wwtjzh,dtbl.rar ， http://45.138.97.38/23/wwtjzh,dtbl.rar
13494	《海贼之祸害》	作者：紫蓝色的猪	二次元	190	123	http://185.163.45.196/23/hzzhh,zlsdz.rar ， http://45.138.97.38/23/hzzhh,zlsdz.rar
13420	《超神提取》	作者：混沌果	奇幻·玄幻	49	79	http://185.163.45.196/23/cstq,hd.rar ， http://45.138.97.38/23/cstq,hd.rar
13335	《全民剑圣》	作者：柿子鲸	二次元	57	177	http://185.163.45.196/23/qmjs,shizj.rar ， http://45.138.97.38/23/qmjs,shizj.rar
13354	《万千世界许愿系统》	作者：上善若无水	历史·军事	92	168	http://185.163.45.196/23/wqsjxy,ssrs.rar ， http://45.138.97.38/23/wqsjxy,ssrs.rar
13496	《影视猎魔人》	作者：忘川三途	奇幻·玄幻	82	109	http://185.163.45.196/23/yslm,wcs.rar ， http://45.138.97.38/23/yslm,wcs.rar
12989	《神豪从签到开始》	作者：龙行天下yx	都市·娱乐	52	229	http://185.163.45.196/23/shcqdks,lxtx.rar ， http://45.138.97.38/23/shcqdks,lxtx.rar
13822	《我在武道图书馆苟到无敌》	作者：木易生火	奇幻·玄幻	72	251	http://185.163.45.196/23/wzwdsgfdwd,mysh.rar ， http://45.138.97.38/23/wzwdsgfdwd,mysh.rar
13708	《最初的血族》	作者：萝卜上秤	奇幻·玄幻	50	112	http://185.163.45.196/23/zcdxz,lb.rar ， http://45.138.97.38/23/zcdxz,lb.rar
13310	《大魏读书人》	作者：七月未时	武侠·仙侠	122	370	http://185.163.45.196/23/dwds,qyws.rar ， http://45.138.97.38/23/dwds,qyws.rar
13331	《人仙百年》	作者：鬼雨	武侠·仙侠	56	139	http://185.163.45.196/23/rxbn,ggy.rar ， http://45.138.97.38/23/rxbn,ggy.rar
12829	《小阁老》	作者：三戒大师	历史·军事	171	224	http://185.163.45.196/23/xgl,sj.rar ， http://45.138.97.38/23/xgl,sj.rar
12587	《罪恶战境》	作者：缘分0	科幻·灵异	157	107	http://185.163.45.196/23/zezj,yf.rar ， http://45.138.97.38/23/zezj,yf.rar
13303	《哈利波特与秘密宝藏》	作者：喵星人家的汪	奇幻·玄幻	66	195	http://185.163.45.196/23/mlbtymmbz,mxrjdw.rar ， http://45.138.97.38/23/mlbtymmbz,mxrjdw.rar
12643	《信息全知者》	作者：魔性沧月	都市·娱乐	536	148	http://185.163.45.196/23/xxqzz,mxcyc.rar ， http://45.138.97.38/23/xxqzz,mxcyc.rar
12966	《穿越明朝当暴君》	作者：枫渡清江	历史·军事	52	124	http://185.163.45.196/23/cymc,fdqj.rar ， http://45.138.97.38/23/cymc,fdqj.rar
13253	《贫僧不想当影帝》	作者：陶安逸	都市·娱乐	17	3	http://185.163.45.196/23/psxdyd,tay.rar ， http://45.138.97.38/23/psxdyd,tay.rar
12534	《一笑风云变》	作者：清风淡菊	奇幻·玄幻	17	10	http://185.163.45.196/23/yxfybv,qfdj.rar ， http://45.138.97.38/23/yxfybv,qfdj.rar
12611	《我在九叔世界里面努力加点修仙！》	作者：右手的鱼	科幻·灵异	55	181	http://185.163.45.196/23/wzjssjl,ys.rar ， http://45.138.97.38/23/wzjssjl,ys.rar
13033	《我在海贼镇守推进城一百年》	作者：李四羊	二次元	46	126	http://185.163.45.196/23/wzhzzs,lsy.rar ， http://45.138.97.38/23/wzhzzs,lsy.rar
13485	《剑卒过河》	作者：惰堕	武侠·仙侠	329	138	http://185.163.45.196/23/jzgh,dd.rar ， http://45.138.97.38/23/jzgh,dd.rar
13734	《玄清卫》	作者：剑如蛟	武侠·仙侠	97	129	http://185.163.45.196/23/xqw,jj.rar ， http://45.138.97.38/23/xqw,jj.rar
12822	《拔剑就是真理》	作者：乘风御剑	奇幻·玄幻	455	170	http://185.163.45.196/23/bjjsz,cfyj.rar ， http://45.138.97.38/23/bjjsz,cfyj.rar
13674	《史上最难开启系统》	作者：映丽桃花	奇幻·玄幻	73	235	http://185.163.45.196/23/ssznkqxt,ylth.rar ， http://45.138.97.38/23/ssznkqxt,ylth.rar
13790	《重生之我真没想当男神》	作者：周一口鸟	都市·娱乐	85	195	http://185.163.45.196/23/cszwzmdns,zn.rar ， http://45.138.97.38/23/cszwzmdns,zn.rar
13366	《从傀儡皇子到黑夜君王》	作者：蟒雀	武侠·仙侠	45	146	http://185.163.45.196/23/cklhz,mq.rar ， http://45.138.97.38/23/cklhz,mq.rar
13613	《从天后演唱会出道》	作者：月下吃柠檬	都市·娱乐	156	205	http://185.163.45.196/23/cthyccd,yxnm.rar ， http://45.138.97.38/23/cthyccd,yxnm.rar
13435	《洪荒关系户》	作者：清风小道童	武侠·仙侠	213	152	http://185.163.45.196/23/hhgxhh,qfxdt.rar ， http://45.138.97.38/23/hhgxhh,qfxdt.rar
13242	《怪物被杀就会死》	作者：阴天神隐	二次元	821	473	http://185.163.45.196/23/gwbshs,yssy.rar ， http://45.138.97.38/23/gwbshs,yssy.rar
13380	《我在决斗都市玩卡牌》	作者：名称被占用	二次元	268	52	http://185.163.45.196/23/wzjddswkp,mczy.rar ， http://45.138.97.38/23/wzjddswkp,mczy.rar
13522	《伏天氏》	作者：净无痕	奇幻·玄幻	133	302	http://185.163.45.196/23/fts,jth.rar ， http://45.138.97.38/23/fts,jth.rar
13680	《青萍》	作者：月关	武侠·仙侠	246	272	http://185.163.45.196/23/qp,yg.rar ， http://45.138.97.38/23/qp,yg.rar
13096	《剑圣的星际万事屋》	作者：打死不鸽	二次元	39	92	http://185.163.45.196/23/jsdxj,dsbg.rar ， http://45.138.97.38/23/jsdxj,dsbg.rar
13620	《重生就要对自己狠一点》	作者：吹个大气球9	都市·娱乐	141	184	http://185.163.45.196/23/csjyhyd,cgdqq.rar ， http://45.138.97.38/23/csjyhyd,cgdqq.rar
13319	《财务自由后的日常》	作者：指数涵	都市·娱乐	75	229	http://185.163.45.196/23/cwziyhdrc,zsh.rar ， http://45.138.97.38/23/cwziyhdrc,zsh.rar
12634	《第九关》	作者：小刀锋利	都市·娱乐	38	95	http://185.163.45.196/23/djg,xd.rar ， http://45.138.97.38/23/djg,xd.rar
13182	《我在东京教剑道》	作者：范马加藤惠	二次元	119	303	http://185.163.45.196/23/wzdjjjj,fm.rar ， http://45.138.97.38/23/wzdjjjj,fm.rar
12496	《我的1978小农庄》	作者：名窑	都市·娱乐	103	138	http://185.163.45.196/23/wdxnc,my.rar ， http://45.138.97.38/23/wdxnc,my.rar
13425	《绝境长城上的王者》	作者：点爷01	奇幻·玄幻	38	107	http://185.163.45.196/23/jjcc,dy.rar ， http://45.138.97.38/23/jjcc,dy.rar
13730	《镇守府求生指北》	作者：海底熔岩	二次元	95	125	http://185.163.45.196/23/zsfqszb,hdry.rar ， http://45.138.97.38/23/zsfqszb,hdry.rar
13227	《我的云养女友》	作者：常世	二次元	82	177	http://185.163.45.196/23/wdbyny,cs.rar ， http://45.138.97.38/23/wdbyny,cs.rar
13561	《吟游刺杀录》	作者：一代大侠恺撒哥	奇幻·玄幻	139	112	http://185.163.45.196/23/yycsl,ksg.rar ， http://45.138.97.38/23/yycsl,ksg.rar
12941	《西游：开局对弈赢了老君》	作者：森萝万象	奇幻·玄幻	30	146	http://185.163.45.196/23/xykjlj,slwx.rar ， http://45.138.97.38/23/xykjlj,slwx.rar
12666	《神级狩魔人》	作者：隐约点	奇幻·玄幻	280	66	http://185.163.45.196/23/sjsmr,yy.rar ， http://45.138.97.38/23/sjsmr,yy.rar
12526	《绿茵傻腰》	作者：金印	竞技·游戏	36	129	http://185.163.45.196/22/lysy,ujy.rar ， http://45.138.97.38/22/lysy,ujy.rar
13021	《炎黄神眷》	作者：狂翻的咸鱼2	竞技·游戏	11	4	http://185.163.45.196/22/yhssj,kfdxy2.rar ， http://45.138.97.38/22/yhssj,kfdxy2.rar
12907	《王者时刻》	作者：蝴蝶蓝	竞技·游戏	15	352	http://185.163.45.196/22/wzsk,hdl.rar ， http://45.138.97.38/22/wzsk,hdl.rar
12869	《教父的荣耀》	作者：猪头七	竞技·游戏	28	103	http://185.163.45.196/22/jfdry,ztq.rar ， http://45.138.97.38/22/jfdry,ztq.rar
12808	《峡谷正能量》	作者：Iced子夜	竞技·游戏	38	219	http://185.163.45.196/22/xgzll,zy.rar ， http://45.138.97.38/22/xgzll,zy.rar
12444	《法爷永远是你大爷》	作者：翔炎	竞技·游戏	252	91	http://185.163.45.196/22/fyyysn,xy.rar ， http://45.138.97.38/22/fyyysn,xy.rar
12692	《我的混沌城》	作者：凌虚月影	竞技·游戏	56	148	http://185.163.45.196/22/wdhd,lxyy.rar ， http://45.138.97.38/22/wdhd,lxyy.rar
13513	《我在西北开加油站》	作者：爸爸无敌	都市·娱乐	122	161	http://185.163.45.196/23/wzxbjy,bbbwd.rar ， http://45.138.97.38/23/wzxbjy,bbbwd.rar
12702	《泡面首富》	作者：吃一口布丁	竞技·游戏	77	216	http://185.163.45.196/22/pmsf,cbd.rar ， http://45.138.97.38/22/pmsf,cbd.rar
13479	《重生之苍莽人生》	作者：velver	都市·娱乐	61	184	http://185.163.45.196/23/cscmrs,velver.rar ， http://45.138.97.38/23/cscmrs,velver.rar
13439	《我要莽穿娱乐圈》	作者：胖子爱吃炖豆角	都市·娱乐	16	31	http://185.163.45.196/23/wymcyl,pzac.rar ， http://45.138.97.38/23/wymcyl,pzac.rar
13413	《茶味恋爱日常》	作者：雪满长安L	二次元	201	104	http://185.163.45.196/23/cwla,xmca.rar ， http://45.138.97.38/23/cwla,xmca.rar
12473	《修仙游戏满级后》	作者：文笀	竞技·游戏	57	127	http://185.163.45.196/22/xxyx,wm.rar ， http://45.138.97.38/22/xxyx,wm.rar
12937	《都市的变形德鲁伊》	作者：易伤秋者	竞技·游戏	82	76	http://185.163.45.196/22/dsdbxdly,qz.rar ， http://45.138.97.38/22/dsdbxdly,qz.rar
12588	《我真的是个内线》	作者：葛洛夫街兄弟	竞技·游戏	48	109	http://185.163.45.196/22/wzdslx,glfj.rar ， http://45.138.97.38/22/wzdslx,glfj.rar
13138	《南明第一狠人》	作者：一袖乾坤	历史·军事	30	98	http://185.163.45.196/23/nmdiy,yxk.rar ， http://45.138.97.38/23/nmdiy,yxk.rar
12772	《玩家超正义》	作者：不祈十弦	二次元	416	87	http://185.163.45.196/23/wjczy,sx.rar ， http://45.138.97.38/23/wjczy,sx.rar
13486	《逃生片场》	作者：豪饮地沟油	科幻·灵异	174	99	http://185.163.45.196/23/tspc,dgy.rar ， http://45.138.97.38/23/tspc,dgy.rar
13295	《能穿越的我该怎么浪》	作者：末羽	二次元	42	305	http://185.163.45.196/22/ncydwzgzm,my.rar ， http://45.138.97.38/22/ncydwzgzm,my.rar
13472	《戏精的诞生》	作者：燃冷光	科幻·灵异	123	113	http://185.163.45.196/23/xjds,rlg.rar ， http://45.138.97.38/23/xjds,rlg.rar
12364	《我有一座末日城》	作者：头发掉了	竞技·游戏	104	118	http://185.163.45.196/22/wyyzmrc,tfd.rar ， http://45.138.97.38/22/wyyzmrc,tfd.rar
12732	《超凡机械城》	作者：盲候	竞技·游戏	132	56	http://185.163.45.196/22/cfjx,mh.rar ， http://45.138.97.38/22/cfjx,mh.rar
13442	《我真的只是村长》	作者：葫芦村人	都市·娱乐	39	294	http://185.163.45.196/23/wzzscz,hlcr.rar ， http://45.138.97.38/23/wzzscz,hlcr.rar
12826	《重生之最强剑神》	作者：天运老猫	竞技·游戏	153	197	http://185.163.45.196/22/cszzqjs,lm.rar ， http://45.138.97.38/22/cszzqjs,lm.rar
13002	《我在明朝当国公》	作者：千斤顶	历史·军事	53	152	http://185.163.45.196/22/wzmcdgg,qjk.rar ， http://45.138.97.38/22/wzmcdgg,qjk.rar
13111	《硬核厨爸》	作者：旁墨	都市·娱乐	67	45	http://185.163.45.196/23/yhcb,pm.rar ， http://45.138.97.38/23/yhcb,pm.rar
13236	《我能看见状态栏》	作者：罗三观.CS	都市·娱乐	269	95	http://185.163.45.196/23/wnkjzt,lsg.rar ， http://45.138.97.38/23/wnkjzt,lsg.rar
13051	《从红月开始》	作者：黑山老鬼	科幻·灵异	778	111	http://185.163.45.196/23/chyks,lg.rar ， http://45.138.97.38/23/chyks,lg.rar
13266	《帝国星穹》	作者：圣者晨雷	历史·军事	41	100	http://185.163.45.196/22/dgxq,cs.rar ， http://45.138.97.38/22/dgxq,cs.rar
13169	《姑娘你不对劲啊》	作者：幽祝	二次元	105	201	http://185.163.45.196/22/gnnbda,yz.rar ， http://45.138.97.38/22/gnnbda,yz.rar
13499	《夜行骇客》	作者：机器人瓦力	科幻·灵异	56	68	http://185.163.45.196/23/yxk,jqrwl.rar ， http://45.138.97.38/23/yxk,jqrwl.rar
13041	《被照美冥挖了出来》	作者：大赦天下L	二次元	33	163	http://185.163.45.196/23/bzmmwcl,stx.rar ， http://45.138.97.38/23/bzmmwcl,stx.rar
12863	《我投篮实在太准了》	作者：肉末大茄子	竞技·游戏	27	145	http://185.163.45.196/22/wtltzl,rmdqz.rar ， http://45.138.97.38/22/wtltzl,rmdqz.rar
13207	《我有好多复活币》	作者：辣酱配咸鱼	二次元	59	160	http://185.163.45.196/23/wyhdfh,ljxy.rar ， http://45.138.97.38/23/wyhdfh,ljxy.rar
13517	《我真不想当BOSS》	作者：彦是我女人	科幻·灵异	44	137	http://185.163.45.196/23/wzbxdbs,yswnr.rar ， http://45.138.97.38/23/wzbxdbs,yswnr.rar
13028	《这个大明太凶猛》	作者：无语的命运	历史·军事	75	109	http://185.163.45.196/23/zgdmhxm,wydmm.rar ， http://45.138.97.38/23/zgdmhxm,wydmm.rar
12943	《星谍世家》	作者：冰临神下	科幻·灵异	66	63	http://185.163.45.196/23/xdsj,bls.rar ， http://45.138.97.38/23/xdsj,bls.rar
13462	《超级母舰》	作者：空长青	科幻·灵异	78	118	http://185.163.45.196/23/cjwj,kcq.rar ， http://45.138.97.38/23/cjwj,kcq.rar
13470	《我不是至高神》	作者：黑山青狐	科幻·灵异	40	91	http://185.163.45.196/23/wszgs,hsqh.rar ， http://45.138.97.38/23/wszgs,hsqh.rar
12707	《世界树的游戏》	作者：咯嘣	二次元	462	87	http://185.163.45.196/23/sjsyx,gb.rar ， http://45.138.97.38/23/sjsyx,gb.rar
12696	《我非痴愚实乃纯良》	作者：怪诞的表哥	历史·军事	87	221	http://185.163.45.196/22/wfcy,bg.rar ， http://45.138.97.38/22/wfcy,bg.rar
13109	《奶爸的异界餐厅》	作者：轻语江湖	二次元	112	172	http://185.163.45.196/22/nbdct,qyjh.rar ， http://45.138.97.38/22/nbdct,qyjh.rar
13508	《火力法则》	作者：如水意	科幻·灵异	42	101	http://185.163.45.196/23/hlf,rsy.rar ， http://45.138.97.38/23/hlf,rsy.rar
12900	《全球神祇时代》	作者：一夕成道	科幻·灵异	58	129	http://185.163.45.196/23/qqsqs,yxcd.rar ， http://45.138.97.38/23/qqsqs,yxcd.rar
13262	《大唐扫把星》	作者：迪巴拉爵士	历史·军事	118	167	http://185.163.45.196/23/dtsbx,dbljs.rar ， http://45.138.97.38/23/dtsbx,dbljs.rar
12739	《霍格沃茨之血脉巫师》	作者：纯洁小天使	二次元	409	69	http://185.163.45.196/22/hgwcxmws,cjxts.rar ， http://45.138.97.38/22/hgwcxmws,cjxts.rar
13401	《匠心》	作者：沙包	都市·娱乐	456	105	http://185.163.45.196/23/jx,sb.rar ， http://45.138.97.38/23/jx,sb.rar
13474	《老兵新警》	作者：卓牧闲	都市·娱乐	64	145	http://185.163.45.196/23/lbxj,zx.rar ， http://45.138.97.38/23/lbxj,zx.rar
12947	《我的无限怪兽分身》	作者：刀纸	科幻·灵异	99	71	http://185.163.45.196/23/wdwxgfs,dz.rar ， http://45.138.97.38/23/wdwxgfs,dz.rar
12879	《黛西在漫威世界(变身在漫威世界)》	作者：想静静的顿河	二次元	51	162	http://185.163.45.196/22/dxzwmsj,xjj.rar ， http://45.138.97.38/22/dxzwmsj,xjj.rar
12552	《九星之主》	作者：育	科幻·灵异	99	214	http://185.163.45.196/23/jxz,y.rar ， http://45.138.97.38/23/jxz,y.rar
13405	《柯学验尸官》	作者：河流之汪	二次元	355	110	http://185.163.45.196/23/kxyg,hlzw.rar ， http://45.138.97.38/23/kxyg,hlzw.rar
12623	《大夏纪》	作者：博耀	武侠·仙侠	115	230	http://185.163.45.196/23/dxj,by.rar ， http://45.138.97.38/23/dxj,by.rar
12536	《仙官》	作者：随轻风去	武侠·仙侠	44	129	http://185.163.45.196/23/xg,sqf.rar ， http://45.138.97.38/23/xg,sqf.rar
13558	《我拍戏不在乎票房》	作者：别人家的小猫咪	都市·娱乐	57	194	http://185.163.45.196/23/wpxzhpf,brjdm.rar ， http://45.138.97.38/23/wpxzhpf,brjdm.rar
13076	《漫威的公主终成王》	作者：想静静的顿河	二次元	49	236	http://185.163.45.196/22/mwdgz,jjdd.rar ， http://45.138.97.38/22/mwdgz,jjdd.rar
13248	《你有科学，我有神功》	作者：欢颜笑语	都市·娱乐	46	232	http://185.163.45.196/23/wykx,hyxy.rar ， http://45.138.97.38/23/wykx,hyxy.rar
13133	《仙宫》	作者：打眼	武侠·仙侠	159	341	http://185.163.45.196/23/xg,dyy.rar ， http://45.138.97.38/23/xg,dyy.rar
13257	《我变成了恶龙》	作者：青松常青	奇幻·玄幻	50	87	http://185.163.45.196/23/wbcel,qscq.rar ， http://45.138.97.38/23/wbcel,qscq.rar
12596	《太平客栈》	作者：莫问江湖	武侠·仙侠	78	12	http://185.163.45.196/23/tpkz,jh.rar ， http://45.138.97.38/23/tpkz,jh.rar
12654	《从火影开始做幕后黑手》	作者：浓墨浇书	二次元	216	136	http://185.163.45.196/23/chyks,nmjs.rar ， http://45.138.97.38/23/chyks,nmjs.rar
12468	《我老婆是传奇天后》	作者：南国月三更	都市·娱乐	58	175	http://185.163.45.196/23/wlpscq,ngys.rar ， http://45.138.97.38/23/wlpscq,ngys.rar
12583	《从杀猪开始修仙》	作者：张老西	武侠·仙侠	280	279	http://185.163.45.196/23/cszks,zlx.rar ， http://45.138.97.38/23/cszks,zlx.rar
13415	《春秋大领主》	作者：荣誉与忠诚	历史·军事	110	56	http://185.163.45.196/23/cqdlz,ryyzc.rar ， http://45.138.97.38/23/cqdlz,ryyzc.rar
13515	《在下壶中仙》	作者：海底漫步者	都市·娱乐	142	144	http://185.163.45.196/23/zxhzx,mbz.rar ， http://45.138.97.38/23/zxhzx,mbz.rar
13193	《大宋最狠暴君》	作者：天煌贵胄	历史·军事	41	168	http://185.163.45.196/23/dshbj,thgz.rar ， http://45.138.97.38/23/dshbj,thgz.rar
13428	《开局站在人生巅峰》	作者：月沧狼	都市·娱乐	75	268	http://185.163.45.196/23/kjzzd,ycl.rar ， http://45.138.97.38/23/kjzzd,ycl.rar
13309	《仙界第一卧底》	作者：中二少年肤浅	二次元	211	147	http://185.163.45.196/23/xjdwd,zrsn.rar ， http://45.138.97.38/23/xjdwd,zrsn.rar
13419	《崇祯十五年》	作者：韭菜东南生	历史·军事	83	109	http://185.163.45.196/23/czsw,jc.rar ， http://45.138.97.38/23/czsw,jc.rar
13377	《警探长》	作者：奉义天涯	都市·娱乐	174	123	http://185.163.45.196/23/jt,fty.rar ， http://45.138.97.38/23/jt,fty.rar
12815	《我有一座野生动物园》	作者：可口的橘子	都市·娱乐	76	83	http://185.163.45.196/23/wyyzdwy,jz.rar ， http://45.138.97.38/23/wyyzdwy,jz.rar
13247	《刘备的日常》	作者：熏香如风	历史·军事	103	249	http://185.163.45.196/23/lbdr,xxrf.rar ， http://45.138.97.38/23/lbdr,xxrf.rar
13025	《哈迪帝国1945》	作者：昨夜大雨	科幻·灵异	72	105	http://185.163.45.196/23/hddg,zyy.rar ， http://45.138.97.38/23/hddg,zyy.rar
13136	《绍宋》	作者：榴弹怕水	历史·军事	464	114	http://185.163.45.196/22/ss,kldps.rar ， http://45.138.97.38/22/ss,kldps.rar
12885	《李逵的逆袭之路》	作者：水鬼游魂	历史·军事	42	116	http://185.163.45.196/22/lkdnxz,shg.rar ， http://45.138.97.38/22/lkdnxz,shg.rar
13411	《请不要打扰我修仙》	作者：山川不念	武侠·仙侠	154	92	http://185.163.45.196/23/qbydrw,sc.rar ， http://45.138.97.38/23/qbydrw,sc.rar
12982	《末日圆环》	作者：夜影恋姬	奇幻·玄幻	230	137	http://185.163.45.196/23/mryh,ljj.rar ， http://45.138.97.38/23/mryh,ljj.rar
13024	《冠冕唐皇》	作者：衣冠正伦	历史·军事	96	131	http://185.163.45.196/23/gmth,yg.rar ， http://45.138.97.38/23/gmth,yg.rar
13557	《从拔出石中剑开始》	作者：饮马流泉	奇幻·玄幻	37	280	http://185.163.45.196/23/cbcsj,ymlq.rar ， http://45.138.97.38/23/cbcsj,ymlq.rar
